id,name,artist,release-date,release-country,duration,label,genre,tracks
lastFM_6108,The Video Singles,The Communards,,,,,,[]
lastFM_6119,Dying Reveal,Tho-So-Aa,,,960,,,"['Dying Reveal', 'The Undefined']"
lastFM_6132,Spirit Groove / M3000 (Opus VI),MandrÃƒÂ©,,,,,,[]
lastFM_6134,Trouble,Girly,,,0,,,[]
lastFM_6135,Night Currents,Milieu,,,4281,,,"['Seashell Breeze', 'Path To Tower', 'fortyseven', 'Hands Clapping, Time Reversing', 'Dromeda Three', 'Sad Yellow Father', 'Slumber Notes', 'shoreline drones', 'She Is Hallway', 'Counting Fives', 'Golden Madison', 'waves of permanent blue, fields of endless green', 'Xanadu']"
lastFM_6136,Outside Looking In,Dream Sequence,,,400,,,"['Outside Looking In', 'Jacqueline']"
lastFM_6144,Listen. Experience. Connect.,Mephisto Odyssey,,,1142,,,"['Crash', 'IÃ¢â‚¬â„¢m the Man', 'I Breathe You', 'Jump', 'Wish']"
lastFM_6146,Front 2. -  Happiness,Front 2.,,,0,,,"['Happiness (dance remix by Underworld)', 'Religion (Trance You Down mix by The Prodigy)', 'Rhythm of Time (Victor the Cleaner mix by The Orb)']"
lastFM_6152,Outside,Sense Field,,,1843,,,"['On Your Own', 'No Medicine', 'Feel What You Feel', 'Take What You Want', 'Memory', 'A Letter to Elise', 'Haunted', 'Horse Is Alive (Hidden)']"
lastFM_6158,Singles,Broder Daniel,,,3665,,,"['Cadillac', 'On The Count 2 3', 'Luke Skywalker (2005 Digital Remaster)', ""What's Good (2)"", 'You Split The Night', 'Work', 'Misery And Harmony', 'Go My Own Way (2005 Digital Remaster)', 'No One Listens To No One Else', 'Hospital', ""I'll Be Gone (2005 Digital Remaster)"", 'You Bury Me (2005 Digital Remaster)', 'Sitting Out In The Cold (Demo -89)', 'Happy People Never Fantasize (2005 Digital Remaster)', 'On My Own (T&A Demo -96)', 'When We Were Winning', 'What Clowns Are We']"
lastFM_6163,Electr-o-pura,Yo La Tengo,,,3642,,,"['Decora', 'Flying Lesson (Hot Chicken #1)', 'The Hour Grows Late', 'Tom Courtenay', 'False Ending', 'Pablo and Andrea', 'Paul Is Dead', 'False Alarm', 'The Ballad of Red Buckets', ""Don't Say a Word (Hot Chicken #2)"", '(Straight Down to the) Bitter End', ""My Heart's Reflection"", 'Attack On Love', 'Blue Line Swinger']"
lastFM_6164,The Future Sound Of New York,Junior Vasquez,,,,,,[]
lastFM_6166,Warpaint,Happy Rhodes,,,3270,,,"['Waking Up', 'Feed The Fire', 'Murder', 'To Live in Your World', 'Phobos', 'Wrong Century', 'Lay Me Down', 'Terra Incognita', 'All Things (Mia ia io)', ""Words Weren't Made for Cowards"", 'Warpaint', 'In Hiding']"
lastFM_6168,Ain't no Casanova,Sinclair,,,,,,[]
lastFM_6186,At The Sign  The Pink Flamingo,The Dark Violence O. Beauty,,,,,,[]
lastFM_6189,Let Love In,Nick Cave .,,,,,,[]
lastFM_6196,"Go Ahead, Float / Voodoo",DalindÃƒÂ¨o,,,522,,,"['Go Ahead, Float', 'Voodoo']"
lastFM_6217,Beyond Your Wildest Dreams,Lonnie Gordon,,,,,,[]
lastFM_6218,Replicas,Gary Numan,,,4419,,,"['Me! I Disconnect From You', ""Are 'Friends' Electric?"", 'The Machman', 'Praying to the Aliens', 'Down in the Park', 'You Are in My Vision', 'Replicas', 'It Must Have Been Years', 'When the Machines Rock', 'I Nearly Married a Human', 'This Is My Life', 'Critics', 'The Monday Troop', 'Mean Street', 'Thoughts No. 2', 'Basic J', 'Ice', 'Crime of Passion', 'Check It', 'Out of Sight']"
lastFM_6219,Birth (...A Place Somewhere Else),R. Affliction,,,,,,[]
lastFM_6220,Colors Of Light,Helios C.,,,2754,,,"['Muddy', 'Mace', 'Deliverance', 'Friend Of Mine', 'Paradise', 'Red Dawn', 'Age Of Love', ""Lady Godiva's Gone"", 'Erectornet', 'Angel Of Joy 1', 'Space Drifter', 'Rest', 'Zion']"
lastFM_6226,Lullabies For A Troubled World,G. Demone,,,540,,,"['Sound of War', 'Lullaby for a Troubled Man']"
lastFM_6234,Music From The Original Scores: Stranger Than Paradise And  Resurrection Of Albert Ayler,John Lurie,,,,,,[]
lastFM_6239,Best Of The Primitives,The Primitives,,,3852,,,"['Crash', 'Spacehead', 'Shadow', ""Thru' the Flowers"", 'Nothing Left', 'Out of Reach', 'Summer Rain', 'Sick Of It', 'All the Way Down', 'Secrets', ""Can't Bring Me Down"", 'Way Behind Me', 'Noose', 'I Almost Touched You', 'You Are The Way', 'Lead Me Astray', 'Slip Away', 'Give This World To You', 'Empathise', 'Earth Thing', 'All the Way Down (Beat Version)']"
lastFM_6256,[explicit] The Man With The Broken Face,Laurent Garnier,,,,,,[]
lastFM_6260,Spirits and  Light,O. Gatherum,,,2539,,,"['Writhen', 'Deathwhite', 'The Perfumed Garden', 'Amor Tonight', 'Cure A Wound', 'The Emptiness of Spirit', 'Wastrel', ""Son's Thoughts"", 'It Shines']"
lastFM_6274,[Continuum],Thought G.,,,,,,[]
lastFM_6291,Numb/Encore,Jay-Z,,,,,,[]
lastFM_6295,E. Morricone -  An Ennio Morricone / Dario Argento Trilogy,E. Morricone,,,,,,[]
lastFM_6299,Flutter by Butterfly,Flowchart,,,565,,,"['Flutter By Butterfly', 'oshkosh wonderboy']"
lastFM_6305,Don't Gimme Shelter,Monograph,,,180,,,"[""Don't Gimme Shelter"", 'holding on in colour', 'pale light']"
lastFM_6324,Warning,Firefox,,,,,,[]
lastFM_6334,M. Gone -  Looking at the future...part two,M. Gone,,,,,,[]
lastFM_6336,Beautiful Morning (Black Sun Empire remix) / Shaman,Rawthang,,,828,,,"['Beautiful Morning (Black Sun Empire Remix)', 'Shaman']"
lastFM_6340,The Future,Tony Thomas,,,1299,,,"['The Future', 'Silicont', 'Wired']"
lastFM_6350,Daydreaming,Alton Ellis,,,1794,,,"['Reason In The Sky', ""Black Man's Pride"", ""Darling It's True"", 'Day Dreaming', 'Earth Needs Love', 'Sinners Gonna Weep', 'Changes', 'Stronger Than Before']"
lastFM_6367,To The Music (Remixes),Colder,,,,,,[]
lastFM_6368,The  Tapes,R. Davis Jr.,,,,,,[]
lastFM_6375,the best of 13th Floor Elevators,13th Floor Elevators,,,3661,,,"[""You're Gonna Miss Me"", 'Levitation', 'I Had to Tell You', 'She Lives in a Time of Her Own', 'Never Another', ""I'm Gonna Love You Too"", 'Thru the Rhythm', 'The Kingdom of Heaven', 'Slip Inside This House', 'Monkey Island', 'Splash 1', 'Fire Engine', 'Dr. Doom', 'Roller Coaster', 'Earthquake', 'Reverberation (Doubt)', 'May the Circle Remain Unbroken', ""You're Gonna Miss Me (Live Version)""]"
lastFM_6378,Brothers,A. Spell Inside,,,1244,,,"['Brothers', 'Sinnbild Ã¢â‚¬â„¢97', 'Signs of Greed', 'Brotherhood']"
lastFM_6383,The Paul And Pauline Calf Audio Experience,Steve Coogan,,,3798,,,"['Welcome', 'The Diary of Pauline Calf, Part 1', 'Am I Pissed?', 'Lots of Makeup', 'Are You A Paul Calf?', ""I Slept With My Lover's Dad And His Grandad"", ""Bag O' Shite Top 20"", ""In the Psychiatrist's Bed, Part 1"", 'A Bag Of Useful Chat Up Lines', 'Poor Old Uncle Paul', 'Fantastic Facts', ""In the Psychiatrist's Bed, Part 2"", 'A Guide To Self Defence', 'Are You A Pauline?', 'A Book At Bedtime', ""Auntie Pauline's Problem Corner"", ""Things you shouldn't say to your girlfriend's father"", ""In the Psychiatrist's Bed, Part 3"", ""Paul Calf's Top 10 Girlfriends"", ""In the Psychiatrist's Bed, Part 4"", 'The School Report Of Paul Calf', ""In the Psychiatrist's Bed, Part 5"", 'Paul Calf - Man Of Letters', ""In the Psychiatrist's Bed, Part 6"", ""The Dog's Bollocks Top 20"", ""In the Psychiatrist's Bed, Part 7""]"
lastFM_6384,J Dilla -  Donuts,J Dilla,,,2181,,,"['Donuts (Outro)', 'Workinonit', 'Waves', 'Light My Fire', 'The New', 'Stop', 'People', ""The Diff'rence"", 'Mash', 'Time: The Donut of the Heart', 'Glazed', 'Airworks', 'Lightworks', 'Stepson of the Clapper', 'The Twister (Huh, What)', 'One Eleven', 'Two Can Win', ""Don't Cry"", 'Gobstopper', 'One for Ghost', 'Walkinonit', 'The Factory', 'U-Love', 'Last Donut of the Night', 'Welcome To The Show', 'Donuts (Intro)']"
lastFM_6388,The Black Lights,K. Lake,,,1120,,,"['Aggravated TDA', 'Clay Vs Tyson (DMX Krew Remix)', 'A Hooligan Night (Band Version)', 'Looking for Dylan Thomas']"
lastFM_6392,Selections from Ghost Reveries,Opeth,,,1029,,,"['Ghost of Perdition (edit)', 'The Grand Conjuration']"
lastFM_6401,Assorted Chaos  Broken Machinery,Thirteenth E.,,,2611,,,"['Prologue', 'No more regrets', 'Diseasespreader', 'Generation Hate', 'Superficial world', 'Redeemer', 'Rejection', 'Stagnation', 'Zone of hallucinations', 'Wounds', 'In Murder', 'Epilogue']"
lastFM_6404,When Elephants Dream of Music,Bob Moses,,,,,,[]
lastFM_6421,Khoral -  Elevator Songs,Khoral,,,,,,[]
lastFM_6425,[explicit] Marketing The Monsters,Xololanxinxo,,,2218,,,"['The Awakening', 'We Sat Around A Fire', 'The KKKnot Soul Free', 'marketing the monsters', 'The Letters For Help', 'Strangers', 'Then I Remembered Her Name', 'In Formula Of Thought', 'Human Supper For The Serpents']"
lastFM_6427,Lorenzo -  Love Is Dangerous,Lorenzo,,,,,,[]
lastFM_6428,Warrior,Will to Power,,,2350,,,"['Constant Sorrow', ""Dreamin' (Again) Featuring Gioia"", 'Summertime', 'Ob Demon', 'Our Last Goodbye featuring Wendy Pederson', 'Shalom', 'Spirit in The Bottle (WonderTwins Remix)', 'Shalom (DJ Laz Breaks Remix']"
lastFM_6429,Nightmare,Federico G.,,,,,,[]
lastFM_6435,A Nightmare On Elm Street 4: The Dream Master,Craig Safan,,,2422,,,"[""Kristen's Haunted Dream"", ""Freddy's Back"", 'Kincaid Killed In Junkyard', ""Joey's Wet Dream"", 'Drugged To Death', 'Alice Lured Into Dream', ""Rick's Kung Fu Death"", ""Freddy's Pizza Restaurant"", 'Debbie Checks In / Time Circles', 'Sheila Sucks Face', 'Theater Madness', ""Freddy's Calliope"", 'Alice Battles Freddy', 'Corpus Krueger']"
lastFM_6436,Greatest Clits,Tha Playah,,,6695,,,"['Bling Bling', 'Blast Tha Crowd', 'Weird Clit (Neophyte & Evil Activities remix)', 'Rotterdam Nightmare', 'Beat U 2 Death (feat. Dazzler)', 'The Rule of Cool', 'The Prophecy Unfolds (Tha Playad remix)', 'If You Want It Like That', 'Fuck The Titties (The Viper & Tommyknocker Remix)', 'I Call Tha Shots', 'The Explained', ""Hit 'em"", 'Clit.com', 'Premonition', 'Mastah of Shock', 'Still A Playah', 'Keep them titties jumping', 'Tha Bounce', ""Who Ya Rockin' With?"", 'Weird Shit', 'The Unexplained', 'Fuck tha fame']"
lastFM_6442,Visions of a Peaceful Planet,Ancient F.,,,2587,,,"['Zzaj', 'Moonbath', 'Morning Song', 'Incandescence', 'Bright Wind', 'Eternal Embrace']"
lastFM_6447,Echoes Of  Distant Present,OPN,,,1219,,,"['The Marina', 'Footprints', 'A Cold Day']"
lastFM_6448,3 Colors,Sunstream,,,,,,[]
lastFM_6451,[explicit] This is a Process of a Still Life,This is a Process of a Still Life,,,1427,,,"['Oh God, the Lights are Going Dim', 'Pretty is Predictable', 'Cross My Heart, Hope You Die', 'The Things We Learned About Neptune', 'Skywriting Over Virginia', 'Things/Cells/Beings']"
lastFM_6455,The Spirit,Bass Is Base,,,,,,[]
lastFM_6458,Gulan -  Electronic Symphony,Gulan,,,3446,,,"['Electronic Symphony-2', 'Airway-1', 'Airway-3', 'Airway-5', 'Early morning', 'Electronic etude-2', 'Medinia', 'A key', 'Good bye', 'Lirino', 'My first exam (remix)', 'The last year']"
lastFM_6470,Drum's Not Dead,Liars,,,2379,,,"['Be Quiet Mt. Heart Attack!', ""Let's Not Wrestle Mt. Heart Attack"", 'A Visit From Drum', 'Drum Gets A Glimpse', 'It Fit When I Was A Kid', 'The Wrong Coat For You Mt. Heart Attack', 'You, Drum', 'Drum And The Uncomfortable Can', 'To Hold You, Drum', 'The Other Side of Mt. Heart Attack']"
lastFM_6475,The Gordons,The Gordons,,,,,,[]
lastFM_6480,Moments In Dreams,N. Diamantopoulos,,,4231,,,"['Beautiful', ""It's Coming"", 'She', 'Pray', ""When I'm With You"", 'Ping Pong (Always Be Mix)', 'Like a Movie', 'The B.I.G. Track', 'Wet Fantasy', 'Travelling', 'Well Done']"
lastFM_6482,Sheryl C. -  Sheryl Crow and Friends: Live From Central Park,Sheryl C.,,,,,,[]
lastFM_6487,Interpolations,Andrew Liles,,,2314,,,"['Aural Anagram (Anal Aura Gram Remix)', 'Is There Anybody There?', 'The Dream of the One legged Woman', 'Solitary Bee', 'Dragonfly Dreams']"
lastFM_6501,The Party Starts When I'm With You,Rue Caldwell,,,,,,[]
lastFM_6522,Electronic Music Soundtrack,Hecker,,,,,,[]
lastFM_6525,Blue Visions,F.D. Project,,,3946,,,"['Harmonie in Space', 'Dreamless World', 'Galaxy 2003... the Next Generation', 'Memorys', 'Sealife - Whale and Dolphin', 'Galaxy 2004... the Long Way', 'Two Times in One', 'Endless Dream Part Two', 'Blue Visions']"
lastFM_6531,Psychic Stress Soundtracks,Joe Colley,,,,,,[]
lastFM_6544,The Learnings,Jona,,,940,,,"['Learning From Making Mistakes', 'Full Pool']"
lastFM_6547,Beyond,Herb Alpert,,,,,,[]
lastFM_6548,Additional Amnesiac Memories,The Caretaker,,,2915,,,"['memory seventy three', 'memory seventy four', 'memory seventy five', 'memory seventy six', 'memory seventy seven', 'memory seventy eight', 'memory seventy nine', 'memory eighty', 'memory eighty one', 'memory eighty two', 'memory eighty three', 'memory eighty four', 'memory eighty five']"
lastFM_6552,Collection (The Very Best  China Crisis),C. Crisis,,,,,,[]
lastFM_6553,The  Electrician,E. Frozen Modules,,,2564,,,"['Warm & The Cold Electrified Angel', 'The New Sensitivity', 'Short Dub 2', 'Premature Wig', 'Delivery Four', 'White Mud Arrival', 'Under the Palace']"
lastFM_6555,The Beautiful Experience,The Artist (Formerly Known A. Prince),,,,,,[]
lastFM_6557,Learning = Change,P. Stranger,,,3005,,,"['Starter', 'Dr. Feelgood', 'Morning Blues', 'Hyberdrive', 'Truth', ""Nobody's Perfect""]"
lastFM_6559,- new - Awake At Dawn,dDub,,,1184,,,"['I See A Sign', 'No Smoke', 'Join The Two']"
lastFM_6577,"Insane / Say What You Want (All Day, Every Day)",Texas,,,418,,,"['Say What You Want (All Day, Every Day) (feat. The Wu-Tang Clan)', 'Polo Mint City (full version)']"
lastFM_6582,Confessor,Confessor,,,866,,,"['Condemned', 'The Last Judgement', 'Endtime']"
lastFM_6586,Accelerate,D. Dan,,,0,,,"['Ikon Ã¢â‚¬â€œ Do You Dream ? (Steve Angello Remix)', 'Sucker DJs Ã¢â‚¬â€œ Funk Bomb', 'DJ Flex Ã¢â‚¬â€œ Connected', 'DJ Luccio ft. Sandy Wilhem (Executive Remix)', 'Olav Basoski Ã¢â‚¬â€œ Da Whole Town', 'DJ Louca vs Funkfoundation Ã¢â‚¬â€œ What Is Funk', 'Mischa Daniels Ã¢â‚¬â€œ CanÃ¢â‚¬â„¢t Hide Now Baby', 'Hatiras Ã¢â‚¬â€œ Moneyshot', 'Phunk Electric Ã¢â‚¬â€œ Red Hot', 'Sebastian Ingrosso & John Dahlback Ã¢â‚¬â€œ Lick my Deck']"
lastFM_6600,Spaces In Time,Roger Mills,,,1420,,,"['Project Plan / Zagreb', 'Millennium Square (live at Medianhaus, Hanover, DE)', 'Sonata For Trumpet & Traffic', 'Ryoanji (tribute to John Cage)']"
lastFM_6608,[explicit] Endless Summer,Filterheadz,,,446,,,['Endless summer (Original mix)']
lastFM_6611,I Won't  Up On You,TKA,,,,,,[]
lastFM_6613,Spooky,Rennie Pilgrem,,,,,,[]
lastFM_6619,- new - Live Through This,Hole (.,,,,,,[]
lastFM_6620,*popular* Devotion,SoulSonix,,,,,,[]
lastFM_6636,City Of The Broken Wheelchairs,N.,,,1908,,,"['[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]']"
lastFM_6641,Nightmare!!,Brainbug,,,1088,,,"['Nightmare!! (Sinister Strings Radio edit)', 'Nightmare!! (Original Sinister Strings Mix)', 'Nightmare!! (Burger Queens Remix)']"
lastFM_6651,Beyond  Experience Volume 2,DJ Spinna,,,,,,[]
lastFM_6656,Hidden Connections,Retranslator,,,2136,,,"['Brainwave Impulses', 'Hidden Connection', 'Jorney to the very high mountain', 'Fully Compatible', 'Saturnine Dub']"
lastFM_6657,Crucial Burial,Augustus P.,,,,,,[]
lastFM_6670,In Love With A Psychic,Jake Childs,,,624,,,"['setup', ""Somebody's Watchin' Me""]"
lastFM_6671,Supermodel,RuPaul,,,,,,[]
lastFM_6675,Mach Warning Bell,D. Machines,,,927,,,['[Untitled]']
lastFM_6679,Just  Music,Jody L.,,,,,,[]
lastFM_6680,Die Liebe Gottes: Eine MÃƒÂ¤rchenhafte Black Metal Operette,Samsas T.,,,,,,[]
lastFM_6686,The Purple Album,Solypsis,,,,,,[]
lastFM_6691,U.S.A. -  Disco Remedy,U.S.A.,,,,,,[]
lastFM_6702,Nocturne,Paralysed A.,,,1691,,,"['Intro', ""Morella's Sleep (Nocturnal)"", 'Famine', 'Thirst', 'Still I Can Hear You Singing', 'Hunger', 'Heaven', 'End of the World']"
lastFM_6705,Freeway / Simple Things,Current V.,,,381,,,['Simple Things']
lastFM_6719,Madstock...The Continuing Adventures Of Bubblecar,Candy Flip,,,,,,[]
lastFM_6727,Inception,McCoy Tyner T.,,,1590,,,"['Inception', 'There Is No Greater Love', 'Blues For Gwen', 'Sunset', 'Effendi']"
lastFM_6736,Lonely  We Lost Our Love),Lance Ellington,,,,,,[]
lastFM_6760,Spirit of Ibiza,Mystic,,,,,,[]
lastFM_6771,Rust In Peace,Carved Image O. Emptiness,,,,,,[]
lastFM_6784,Electronica  2,Serge Gainsbourg,,,,,,[]
lastFM_6809,A Strangely Mirrored World,Xyn,,,,,,[]
lastFM_6828,My Washing  (Remixes),Sikk,,,,,,[]
lastFM_6832,"N.A.M.E. Gallery, Chicago, Illinois 03.01.86",Z'EV,,,2468,,,"['[Untitled]', '[Untitled]']"
lastFM_6833,shut up and dance - the dance mixes,Paula Abdul,,,,,,[]
lastFM_6837,Surrender,Y. Bolo,,,2386,,,"['Say A Prayer', 'What Have I Done', 'Black Slave', 'His Majesty', 'No More Dividing', 'Bloodshed', 'No Surrender', 'You Got To Be Loved', 'Equal Rights', 'Show Me The Way Home']"
lastFM_6845,LeVIathan 6 Dead In,His Divine Grace,,,,,,[]
lastFM_6855,Unresolved  Issues,Screw 3.,,,0,,,['0']
lastFM_6857,[explicit] Funeral Folk,Silvester Anfang,,,,,,[]
lastFM_6872,(The Dance Mixes),Natalie B.,,,,,,[]
lastFM_6877,Whatcha See Is Whatcha  / A Dramatic Experience,T. Dramatics,,,3688,,,"['Get Up And Get Down', 'Thank You For Your Love', 'Hot Pants In The Summertime', 'Whatcha See Is Whatcha Get', 'In the Rain', '(Gimme Good) Good Soul Music', 'Fall In Love, Lady Love', ""Mary Don't Cha Wanna"", 'The Devil Is Dope', 'You Could Become The Very Heart Of Me', 'Now You Got Me Loving You', 'Fell For You', ""Jim, What's Wrong With Him"", 'Hey You! Get Off My Mountain', 'Beautiful People', 'Beware Of The Man (With The Candy In His Hand)']"
lastFM_6904,beyond,Fieldtriqp,,,767,,,"['Dead Man Rides Subway for Hours', '90 Summer', 'Unspoken Place']"
lastFM_6905,*popular* Singles 1989-1991,T. Wedding Present,,,3714,,,"['Kennedy', 'One Day This Will All Be Yours', 'Unfaithful', ""It's Not Unusual"", 'Brassneck', ""Don't Talk, Just Kiss"", 'Gone', 'Box Elder', 'Make Me Smile (Come Up and See Me)', 'Crawl', 'Corduroy', 'Dalliance', ""She's My Best Friend"", 'Niagra', 'Lovenest (edit)', 'Mothers [Edit]', 'Dan Dare', 'Fleshworld']"
lastFM_6908,The Platform,Hug,,,1021,,,"['The Platform', 'The Chopper', 'Faceless is More']"
lastFM_6911,Epitaph,Skinny P.,,,,,,[]
lastFM_6914,- new - Nightmare (The 2nd Chapter),Brainbug,,,,,,[]
lastFM_6915,Harmonious Euphonies For Supernatural Traumas Mesmerising Our Existences In Radient Corpuscle Galaxies,Dahlia's Tear,,,3063,,,"['Revenge of the Queen Lilac', 'Radiation', 'Scarlet ad Infinitum', 'When the grey Oakleaf Bloomed', 'Endless Snow Spiralling Gentle', 'Surullinen Kyyhkynen', 'Hydrangea Wept in Emerald Lake', 'Voyage & Calaquendi', 'Ice Lake Diacenna', ""Neptune's Sore, The Blueness""]"
lastFM_6921,Pieces of the  Road,D. Zeal,,,994,,,"['thermal and magnetic', 'hands reaching', 'me, my life', 'gasped, strangled, sputtered', 'brief, intense violet', 'horizontal passage', 'nodded, sharply']"
lastFM_6924,Welcome  The Dance,E.X.P.,,,936,,,"['Welcome To The Dance (Radio Edit)', 'Welcome to the Dance (Club Mix)', 'Welcome To The Dance (P. Martiri Mix)']"
lastFM_6927,From Beyond Thematics,Ellipsis,,,3225,,,"['Infernal And Beautiful', 'Spiritual Flower Bath', 'Butterfly Process', 'Divination', 'Darkness Call', 'Mother Apokalypse', 'Circle Of Psycho Universe', 'Dark Sensual Nymph (D.S.N.)', 'Astral My Land', 'From Beyond Thematics']"
lastFM_6931,I Saw The Future,Stud,,,,,,[]
lastFM_6933,Recipe for a Nightmare,Skullface,,,,,,[]
lastFM_6947,Liquid Spirits,L. Spirits,,,2966,,,"['Intro', 'Destiny', 'Heavenly', 'The Muse', 'Feel the Heat Rise', 'All Around the World', 'Break It Down', 'Feel the Heat (Reprise)', 'All I want 2 B', 'When', 'Big Bounce Theory Part 2', 'Believe Me', 'Down the Line']"
lastFM_6949,The Music of the Grand Canyon,Nicholas Gunn,,,3192,,,"['Moonlight On Havasu Creek', 'Entering Twin Falls', 'Flight Over North Rim', 'New World', 'Twilight', 'Phantom Ranch', 'South Rim', 'Four Worlds', 'Lost Tribe', 'Grand Canyon', 'Canyon Nights']"
lastFM_6950,[explicit] Sunrise,Pacific Blue,,,,,,[]
lastFM_6956,Devotion   Doubt,Richard Buckner,,,,,,[]
lastFM_6959,The Charlatans  vs. The Chemical Brothers,The Charlatans,,,1403,,,"['Toothache (Chemical Risk mix)', 'Chemical Risk Dub (Toothache mix)', 'Nine Acre Dust', 'Toothache (Instrumental mix)', 'Patrol (Chemical Brothers Mix)']"
lastFM_6961,Songs From Maybe You've Been Brainwashed Too,New Radicals,,,,,,[]
lastFM_6963,Voodoo,Nuttea,,,3179,,,"['De Retour Sur Les Ondes', 'Est-Ce Que Ca Vaut La Peine?', ""Partout OÃƒÂ¹ J'irai"", 'Abraham, Martin & John', 'Je LÃƒÂ¨ve Mon Verre (Avec Oxmo Puccino)', 'Encore LÃƒÂ', 'Sans Un Mot', 'We Are One (Avec Tiwony Et Fefe Typical)', ""J'ai Fait Tout Ce Que Je Pouvais"", 'MÃƒÂ©galotrip', 'Femmes (Avec Beres Hammond)', ""Perdu D'avance""]"
lastFM_6972,Livin' For The Future,H2O,,,,,,[]
lastFM_6977,Cinerama -  Live In Los Angeles,Cinerama,,,3281,,,"['Film (Live)', '146 Degrees (Live)', 'Superman (Live)', 'Honey Rider (Live)', 'Your Time Starts Now (live)', 'AprÃƒÂ¨s Ski (Live)', 'Lollobrigida (Live)', 'Dance, Girl, Dance (Live)', 'Heels (Live)', ""Because I'm Beautiful (Live)"", 'Hard, Fast And Beautiful (Live)', 'Your Charms (Live)', 'Wow (live)']"
lastFM_6998,The Razors Edge,AC/DC,,,2742,,,"['Thunderstruck', 'Fire Your Guns', 'Moneytalks', 'The Razors Edge', 'Mistress for Christmas', 'Rock Your Heart Out', 'Are You Ready', 'Got You by the Balls', 'Shot of Love', ""Let's Make It"", 'Goodbye & Good Riddance to Bad Luck', 'If You Dare']"
lastFM_6999,Butterfly,Synphonetic,,,,,,[]
lastFM_7006,Broken Leg,Freestep,,,701,,,"['Break Da Future', 'Nevermind']"
lastFM_7011,Past Foward The,Double Easy,,,,,,[]
lastFM_7016,Lost Tapes @ Bell Sound Studios NYC,M. Zetterlund,,,2883,,,"[""What Can I Say After I Say I'm Sorry"", ""There'll Be Another Spring"", 'Nothing At All', ""He's My Guy"", 'You Look Like Someone', 'Nature Boy', 'Come Rain Or Come Shine', ""I Can't Give You Anything But Love"", 'One For My Baby', 'Sounds Of Spring', ""There'll Be Another Spring (Alternate)"", ""He's My Guy (Alternate)"", 'You Look Like Someone (Alternate)']"
lastFM_7018,Think,Henry Rollins,,,7564,,,"['How I Got Here', 'Airport Hell', 'Television', 'World Peace', 'El Nino', 'Weatherman', 'The Gay Thing', 'Vegas', 'Nothing Can Go Wrong', 'Brazil', 'Russia', 'Marius', 'No One Is Fax Exempt']"
lastFM_7024,of evidence,Edward Ka-Spel,,,2138,,,"['The Evidence Of Absence', 'The Absence Of Evidence']"
lastFM_7031,The Best Of the Nat King Cole Trio: The Vocal Classics (1942-46),The Nat King Cole Trio,,,,,,[]
lastFM_7035,Music Is  Music Language,B. Reynolds,,,2010,,,"['Swing + Maths', 'hokum', 'spacious yowl', 'compass & void play nice', 'Overcome Your Infinity (Fornever)', 'bird to flame', 'quester', 'dictionary song', 'curiosity', 'serial hoper']"
lastFM_7040,B. World -  Me Gusta (Horny United Mixes),B. World,,,,,,[]
lastFM_7084,I Got The Music,C. Williams,,,,,,[]
lastFM_7103,Gemini,Erroll Garner,,,,,,[]
lastFM_7114,The Man with the Masterplan,Quadrophonia,,,,,,[]
lastFM_7119,- new - House Worx Experience Vol. 1,S. Matina,,,,,,[]
lastFM_7125,Far To Care,O. 97's,,,2800,,,"['Timebomb', 'Barrier Reef', 'Broadway', 'Salome', 'W. TX Teardrops', 'Melt Show', ""Streets Of Where I'm From"", 'Big Brown Eyes', 'Just Like California', 'Curtain Calls', 'Niteclub', 'House That Used To Be', 'Four Leaf Clover']"
lastFM_7150,Where We Belong,Boyzone,,,4127,,,"['Picture of You', 'Baby Can I Hold You (7"" Edit)', 'All That I Need (7"" Edit)', 'Must Have Been High', 'And I', ""That's How Love Goes"", 'Where Did You Go?', ""I'm Learning (Part 1)"", 'One Kiss at a Time', 'While The World Is Going Crazy', 'This Is Where I Belong', 'Will Be Yours', 'Good Conversation', 'You Flew Away', ""I'm Learning (Part 2)"", 'No Matter What', 'I Love the Way You Love Me']"
lastFM_7151,The Fool  Vibes,The Fool Cool Jazz Orchestra,,,2474,,,"['Control', 'Big Ships', 'All that is on my mind', 'Jungle boogie', 'Off beat', 'Jason - Wednesday Night Remix']"
lastFM_7160,My Electronic Mind,Reggie Dokes,,,,,,[]
lastFM_7169,nightmare,The Cherry Point,,,,,,[]
lastFM_7179,From Shelter,Steve Peters,,,570,,,"['Three Short Stories - A Fine Powder', 'Three Short Stories - Nothing But Love', 'Three Short Stories - Lavender']"
