id,name,artist,release-date,release-country,duration,label,genre,tracks
lastFM_66794,Blood Butterfly,Bibilic Blood,,,2487,,,"['The Draak', 'Centauri', 'Acid Eyes', 'Hammer Toe', 'Black Star', 'Scream', 'Into the Evil Light', 'Flea Dirt', 'Something Wicked', '521 (The Doors cover)', 'Spider Guts', 'Down', 'Blood Butterfly']"
lastFM_66797,The Singles 1986-1993,F. Mercury,,,3608,,,"['Time (Album version)', 'Time (Original 1986 Extended Version)', 'Time (Original 1986 Instrumental Version)', 'The Great Pretender (Original 1987 Single Version)', 'The Great Pretender (Original 1987 Extended Version)', 'Exercises In Free Love (1987 Non-Album B-Side)', 'Barcelona (Original 1987 Single Version)', 'Barcelona (Original 1987 Extended Version)', 'How Can I Go On (1989 Single Version)', 'Living On My Own (1993 No More Brothers Extended Mix)', 'Living On My Own (1993 Radio Mix)', 'Living On My Own (1993 Club Mix)', 'Living On My Own (1993 Underground Solution Mix)']"
lastFM_66803,Year Zero,Buck 65,,,1943,,,"['Style 386', 'In A Bad Way (Remix)', 'Urine Trouble', 'Hit The Breaks', 'Keep your hand off my girl', 'The Bassment Show', 'You Know the Science', 'Who You Frontin For (remix)', 'Speak Of The Devil', 'Chilliwack', 'A Mic In A Fist', 'State Of The Art']"
lastFM_66825,All you need  the Music,N. Sedaka,,,,,,[]
lastFM_66834,Tempest,EDX,,,,,,[]
lastFM_66846,SUNRISE,E. Carmen,,,,,,[]
lastFM_66851,Blackbirds,Blackbirds,,,1717,,,"['Gravity', 'While You Were Sleeping', 'Can You Teach Me to Dance', 'On the Road', 'Soldier', 'Children of the Ghosts']"
lastFM_66858,Best of Spooky Tooth,Spooky Tooth,,,3399,,,"['Tobacco Road', 'Better By You, Better Than Me', ""It's All About a Rounabout"", ""Waitin' For The Wind"", 'Last Puff', 'Evil Woman', 'That Was Only Yesterday', 'I Am The Walrus', 'Self Seeking Man', 'All Sewn Up', 'Times Have Changed', 'As Long As The World Keeps Turning', 'The Weight']"
lastFM_66862,Outside,Kat Eggleston,,,2127,,,"['Go to the Water', 'Brian', 'Dreaming in Color', 'Outside Eden', 'Powerless', 'Mirror, Mirror', 'Flower of Northumberland', 'Shit', 'Pastures of Plenty/kitchen Girl (Guthrie/trad)', 'Meeting Stucky At the Gas Station', 'Again, Again! (J. Brindisi)']"
lastFM_66866,Vulnicura,BjÃƒÂ¶rk,,,2503,,,"['Stonemilker', 'Lionsong', 'History of Touches', 'Black Lake', 'Family', 'Notget', 'Atom Dance (feat. Antony Hegarty)', 'Mouth Mantra', 'Quicksand']"
lastFM_66876,Synagoga Obscura,Khaospath,,,1994,,,"['Born Of Chaos', 'I.N.R.I.', 'The Blessing Of Darkness', 'Seven Dead Seven Dreaming', 'The Silence of the Crucified', 'Synagoga Obscura', 'The Return Of Darkness And Evil (Bathory Cover)']"
lastFM_66878,Hope  the Future,P. McCartney,,,1386,,,"['Hope For the Future (Main)', 'Hope For the Future (Thrash)', 'Hope For the Future (Beatsession Mix)', 'Hope For the Future (Jaded Mix)', 'Hope for the Future (Mirwals mix)']"
lastFM_66884,Bard's Burial,Eternal Tears o. Sorrow,,,352,,,"[""Bard's Burial"", 'The Son of the Forest']"
lastFM_66885,The Singles,Demis Roussos,,,3860,,,"['We Shall Dance', 'My Reason', 'Forever And Ever', 'Goodbye My Love Goodbye', 'SchÃƒÂ¶nes MÃƒÂ¤dchen aus Arcadia', 'Someday Somewhere', 'My Only Fascination', 'Auf Wiedersehn', 'With You', 'Perdoname', 'Happy to Be on a Island in the Sun', 'Mourir auprÃƒÂ¨s de mon amour', 'Loin Des Yeux, Loin Du CÃ…â€œur', 'Race To The End', 'Follow Me', 'Island of Love', 'On ÃƒÂ©crit sur les murs']"
lastFM_66905,Inner Visions,Jack de Marseille,,,,,,[]
lastFM_66947,Tiny Dynamine Ã¢â‚¬Â¢ Echoes In A Shallow Bay,Cocteau T.,,,,,,[]
lastFM_66952,Hit Singles,Garbage,,,3496,,,"['Special', 'Only Happy When It Rains', 'Stupid Girl', 'Push It', ""I Think I'm Paranoid"", 'Milk', 'You Look So Fine', 'Vow', 'When I Grow Up', 'At Heaven Is Wide', 'The Trick Is to Keep Breathing', 'Not My Idea', 'Temptation Waits', 'Medication']"
lastFM_66967,Blak To The Future,AL-J,,,,,,[]
lastFM_67034,Bottom of the Learning,3. Down,,,2038,,,"['Princess Eyes', 'Magnificent Mediocre', 'Fish Hook', 'Rock the Bar', ""Don't Know Yet"", 'Zoinks', 'Concussion', 'Better off Alone', 'Holy Cow', 'You', 'Apology']"
lastFM_67055,Eternal Abyss,Neurotic Dysphoria,,,,,,[]
lastFM_67057,Pom  Girl (Ilario Estevez Remixes),Ysa Ferrer,,,817,,,"['Pom Pom Girl (Ilario Estevez Radio Edit)', 'Pom Pom Girl (Ilario Estevez Remix)', 'Pom Pom Girl (Ilario Estevez Instrumental)']"
lastFM_67073,Sehnsuchtsfrage,Wintertod,,,1137,,,"['Stille', 'Sehnsuchtsfrage', 'Unvergressen', 'Einzelgang', 'Outro']"
lastFM_67099,EL CIELO NO ENTIENDE,OBK,,,,,,[]
lastFM_67107,Favourite Spanish Encores,Alicia d. Larrocha,,,4457,,,"['Sonata in D Major', 'Recuerdos de viaje, Op. 71: VI. Rumores de la caleta', 'Pavana Capricho, Op. 12', 'Recuerdos de viaje, Op. 71: V. Puerta de tierra: bolero', 'EspaÃƒÂ±a, Op. 165: III. MalagueÃƒÂ±a', 'EspaÃƒÂ±a, Op. 165: II. Tango', 'Suite espaÃƒÂ±ola, Op. 47: III. Sevilla: sevillanas', 'Sonata in G minor', 'Sonata in D major', 'Danzas espaÃƒÂ±olas: VII. Valenciana o Calesera', 'Danzas espaÃƒÂ±olas: V. Andaluza', 'Danzas gitanas, 1st ser., Op. 55: V. Sacromonte', 'Tres danzas andaluzas, Op. 8: III. Zapateado', 'Concierto breve: I. Energico', 'Concierto breve: II. Dolce', 'Concierto breve: III. Vivo']"
lastFM_67113,Civilian,Hero of Our Time,,,965,,,"['Free Trade', 'Truth To Power', 'In One Ear', 'Thieves and Murderers', 'Words of Advice', 'Fullevil Times']"
lastFM_67117,Relapse,Take T. Crown,,,2362,,,"['Insight The Choir', 'La Resistance', ""She's Like Whatever"", 'Lights, Camera, Disaster!', 'Ride or Die', 'Somewhere Waiting', 'Take Control', 'GAME OVERdose', ""Love At It's Worst"", 'Fatal Abstraction', 'This Is Your Cue', 'Rest In Peace: Jane Doe', 'Locked And Loaded']"
lastFM_67120,Kindred,Burial,,,,,,[]
lastFM_67122,And Burial,Birth and Burial,,,966,,,"['Chivalry Is Dead', 'Solidarity', 'No Silver Lining', 'This Is Blood', 'Eating Shit On Sunday']"
lastFM_67144,Beyond Gone,Darkale,,,,,,[]
lastFM_67149,Mutual Surrender,Bourgeois T.,,,,,,[]
lastFM_67156,Get Ready / My Girl,The Temptations,,,,,,[]
lastFM_67161,In Concert / MTV unplugged,Bruce Springsteen,,,,,,[]
lastFM_67163,*popular* Outside The Universe,Widek,,,1646,,,"['Emission Line Spectrum', 'Aurora Borealis (feat. Sithu Aye & Halcyon)', 'Nova (feat. special guest)', 'Binary Stars (feat. Gru)', 'Skylight (feat. Gru)', 'Orion part I', 'Orion part II', 'Orion part III', 'Dark Matter', 'Exosphere', 'Ultra Genesis', 'Spiral Galaxy part I', 'Spiral Galaxy part II (feat. special guest)', 'The Space Between Us', 'Falling Universe (feat. special guest)', 'Enter Through The Sun (feat. Matthieu Romarin & Gru)']"
lastFM_67173,Bukkake M. -  The Chronic,Bukkake M.,,,,,,[]
lastFM_67187,DÃ…Â¼em -  The Singles,DÃ…Â¼em,,,5969,,,"['Paw', 'Zloty Paw (2003 Digital Remaster)', 'Whisky', 'Dzien, W Ktorym Peklo Niebo (2003 Digital Remaster)', 'DzieÃ…â€ž, w ktÃƒÂ³rym pÃ„â„¢kÃ…â€šo niebo', 'Wokol Sami Lunatycy (2003 Digital Remaster)', 'WokÃƒÂ³Ã…â€š sami lunatycy', 'Skazany Na Bluesa (2003 Digital Remaster)', 'Skazany na bluesa', 'Mala Aleja Roz (2003 Digital Remaster)', 'MaÃ…â€ša Aleja RÃƒÂ³Ã…Â¼', 'CzÃ…â€šowieku, Co SiÃ„â„¢ z TobÃ„â€¦ Dzieje', 'Czerwony Jak Cegla (2003 Digital Remaster)', 'Czerwony jak cegÃ…â€ša', 'Ostatni ciÃ„â„¢Ã…Â¼ki rok', 'Ostatni Ciezki Rok (2003 Digital Remaster)', 'Nie Jestes Taki Jak Dawniej (2003 Digital Remaster)', 'Nie jesteÃ…â€º taki jak dawniej', 'Naiwne pytania', 'Zapal Swieczke (2003 Digital Remaster)', 'Zapal Ã…â€ºwieczkÃ„â„¢']"
lastFM_67191,the Music,V. Juris,,,2912,,,"['Sim', 'For The Music', 'If I Should Lose You', 'Folk Song', 'A Weaver Of Dreams', ""You Don't Know What Love Is"", 'For Emily', 'Back Row Hi Jinx']"
lastFM_67193,Capitolo 6 -  Il Grande Spirito,Capitolo 6,,,,,,[]
lastFM_67199,Kerplunk,Green D.,,,2649,,,"['2000 Light Years Away', 'One for the Razorbacks', 'Welcome to Paradise', 'Christy Road', 'Private Ale', 'Dominated Love Slave', 'One of My Lies', '80', 'Android', 'No One Knows', 'Who Wrote Holden Caulfield?', 'Words I Might Have Ate', 'Sweet Children', 'Best Thing in Town', 'Strangeland', 'My Generation']"
lastFM_67205,The Fabulous Walker Brothers,T. Walker Brothers,,,,,,[]
lastFM_67214,Sehnsucht I,Vandreren,,,,,,[]
lastFM_67215,s. star general -  Spaceship To Planet Cookie,s. star general,,,,,,[]
lastFM_67217,Music  The Voodoo Crew,The Prodigy,,,,,,[]
lastFM_67224,Die Sunrise,Grauzone,,,3437,,,"['Film 2', 'EisbÃƒÂ¤r', 'Hinter den Bergen', 'MaikÃƒÂ¤fer flieg', 'Marmelade und Himbeereis', 'WÃƒÂ¼tendes Glas', 'KÃƒÂ¤lte kriecht', 'Kunstgewerbe', 'Der Weg zu zweit', 'In der Nacht', 'TrÃƒÂ¤ume Mit Mir', 'Ich und Du', 'Moskau', ""Ich lieb' sie"", 'Schlachtet!', 'Raum']"
lastFM_67227,You Can't Stop The Music,The Kinks,,,,,,[]
lastFM_67228,United Ghosts,United Ghosts,,,,,,[]
lastFM_67247,The Prosecutor EP / Singles 2013-14,Cytota,,,,,,[]
lastFM_67252,Album Time (Bonus Track Version),Todd Terje,,,,,,[]
lastFM_67255,The Chronicle - Best Works,DJ PMX,,,,,,[]
lastFM_67258,Spirit  the Air,S. Greenwich,,,,,,[]
lastFM_67275,The Sky Burial,Voros,,,,,,[]
lastFM_67287,California Paranoia,Scuba Z,,,,,,[]
lastFM_67297,Counting Alligators,W. Pines,,,1377,,,"['Counting Alligators', 'Rich Gal, Poor Gal', 'Harlem', 'Walking Down the Road', 'Cocaine Bill', 'Satisfied', '99 Years', 'Crazy Eyed Woman']"
lastFM_67301,Under  Sign Of Will,Eternal F.,,,2231,,,"['Edge of fire', 'Dark society', 'Under the sign of will', 'The forgotten side', 'Next ones on the list', 'Friends', 'Miracle man']"
lastFM_67304,The Ecstatic Qawwali,Nusrat Fateh A. Khan,,,3602,,,"['Nami-Danam', 'Allah Muhammad Char Yar', 'Data Sahab De Daware', 'Yadan Vichhri Sajan Diyan']"
lastFM_67313,Destroy All Monsters,Dec Burke,,,2723,,,"['The Last Time', 'Winter to Summer', 'Signs of Life', 'Sometimes', 'Secret Lives', 'Open', 'Promised', 'Small Hours', 'Destroy All Monsters']"
lastFM_67325,*popular* fiesta en el cielo con camarÃƒÂ³n,La Marelu,,,,,,[]
lastFM_67331,Wild Butterfly,ÃÂ®ÃÂ»ÃÂ¸Ã‘? Ã?ÃÂ°Ã‘â€¡ÃÂ°ÃÂ»ÃÂ¾ÃÂ²ÃÂ°,,,,,,[]
lastFM_67337,I Give Up,Wes Smith,,,,,,[]
lastFM_67343,Spirit Music,B. Brookmeyer New Art Orchestra,,,,,,[]
lastFM_67349,Experiences,Third E. Band,,,,,,[]
lastFM_67350,Discovery!,Charles Lloyd,,,2872,,,"['Forest Flower', 'How Can I Tell You?', 'Little Peace', 'Bizzare', 'Days Of Wine And Roses', 'Sweet Georgia Bright', 'Love Song To A Baby', ""Ol' Five Spot""]"
lastFM_67362,Dangerous,Y. Yang Twins,,,,,,[]
lastFM_67369,Live Unplugged,The Woolen Men,,,,,,[]
lastFM_67372,Structures,Temples (.,,,,,,[]
lastFM_67377,Album: No Trouble on the Mountain,T. Gene Dudley Group,,,,,,[]
lastFM_67390,Voodoom Protonauts,Gallileous,,,2139,,,"['A Daub', 'Yeti Scalp', 'Voodoom Protonauts', 'The Green Fairy', 'Brand New Cosmos', 'Omen of Death']"
lastFM_67410,The Music Of John Barry,J. Barry,,,7035,,,"['You Only Live Twice (Instrumental)', 'Born Free', 'Fancy Dance', 'From Russia With Love [organ version]', 'Goldfinger', 'Kinky [stereo]', 'The Whisperers', 'English Garden [Stereo]', 'From Russia with Love', ""Lover's Clasp"", ""Wednesday's Child (From The Picture 'The Quiller Memorandum')"", ""Wednesday's Child (From The Picture 'The Quiller Memorandum')"", 'Space March (Capsule In Space)', 'The Loneliness Of Autumn', 'The Girl with the Sun in Her Hair', 'Elizabeth', 'Thunderball', 'Elizabeth Waltz', 'The London Theme', 'Dutchman', 'The Fire Of London', 'The Wrong Box', 'The James Bond Theme', 'Elizabeth', ""Lover's Tension"", '007', 'Mister Kiss Kiss Bang Bang', 'Norman Leaves', 'Four In The Morning [version 1]', 'Main Title: The Chase', ""Theme From 'King Rat'"", 'River Walk', 'Troubadour', 'The Knack', 'Seance On A Wet Afternoon', 'Main Title Theme (Zulu) - Isandhlwana, 1879', 'The Ipcress File', 'Midnight Cowboy', 'Theme From ""Romance For Guitar And Orchestra""', ""On Her Majesty's Secret Service"", 'Theme From ""The Appointment""', 'The Lion In Winter']"
lastFM_67422,Electronic Fields,Gerhard T.,,,1736,,,"['[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]']"
lastFM_67428,And On The Conveyor Belt Tonight,T. Dilemmas,,,,,,[]
lastFM_67432,Tomorrow Belongs To Me,T. Bank Robbers,,,1789,,,"[""I'll See You in Another Life"", 'Defending The Kingdom', 'Making Promises', 'I Can Make You Disappear', 'Believe Everything', 'The Sound Of The World', 'The Truth Is Rarely Pure, And Never Simple', 'Before The Words Are Spoken', ""Here's Your Song You've Always Wanted""]"
lastFM_67440,The Conference,Remute,,,,,,[]
lastFM_67448,To Recovery,Micronism,,,,,,[]
lastFM_67469,Elephant,Bird to Beast,,,193,,,['Elephant']
lastFM_67473,Purple Rain,Umbrella I.,,,183,,,['Purple Rain (Radio Edit)']
lastFM_67478,Hidden Agenda,Taoma,,,,,,[]
lastFM_67485,A. Bassline -  Phobia,A. Bassline,,,,,,[]
lastFM_67487,Ã‚Â¡CONTRA!,giallos,,,2237,,,"['1973', 'El Santo Diesel', 'Ramirez Santiago', 'A Juventude X Giallos', 'Deadman', 'A maldiÃƒÂ§ÃƒÂ£o do velho Boca Rica', 'Salve-se', 'Bem- Vinda!', 'Mundos Probabilidades', 'Medo de Morrer', 'Giallo']"
lastFM_67504,Spirit,Howard L.,,,1578,,,"['Well On Our Way', 'Spirit Walk', 'Elders Honor Song', 'For Our Seventh Generation', 'Yo Jahwah Hey (Mother Earth Our Holy Place)', 'Elders Honor Chant', 'Wind Hollow', ""Exiled (It's A Wonder We Survived)"", 'Yahne Yah Ho (A Celebration of Life)']"
lastFM_67514,and Theft,B. Dylan,,,3943,,,"['Tweedle Dee & Tweedle Dum', 'Mississippi', 'Summer Days', 'Bye and Bye', 'Lonesome Day Blues', 'Floater (Too Much to Ask)', 'High Water (For Charley Patton)', 'Moonlight', 'Honest with Me', ""Po' Boy"", 'Cry a While', 'Sugar Baby', 'I Was Young When I Left Home', ""The Times They Are A-Changin' (Alternate Version)""]"
lastFM_67521,H. Rancheros -  Rocket to Nowhere,H. Rancheros,,,,,,[]
lastFM_67548,Singles,Camouflage,,,4614,,,"['The great commandment (7"" Version)', 'Strangers Thoughts (Single Version)', 'Neighbours (Single Version)', 'That Smiling Face', 'Love Is A Shield (Single Version)', 'One Fine Day (Single Version)', 'Heaven (I Want You) (single version)', 'This Day', 'Suspicious Love (Radio Version)', 'Close (We Stroke The Flames) (Remix)', 'Jealousy', 'Bad News (Single Edit)', 'X-Ray (Tranceformer Single Mix)', 'Thief (single mix)', 'The Great Commandment 2.0 (Radio Edit)', 'Me And You (Radio Version)', ""I Can't Feel You (Radio Edit)"", 'Motif Sky', 'Something wrong', 'The pleasure remains']"
lastFM_67549,The Grand Prix of Gibraltar,Peter Ustinov,,,,,,[]
lastFM_67550,Black Satin Sheets (Stripped Versions),T. Nine Tears,,,,,,[]
lastFM_67566,Madama Butterfly,Anna Moffo,,,7260,,,"['Madama Butterfly: Act I, Part I', 'Madama Butterfly: Act I, Conclusion', 'Madama Butterfly: Act II, Part I', 'Madama Butterfly: Act II, Conclusion', 'Madama Butterfly: Act III, Part I', 'Madama Butterfly: Act III, Conclusion']"
lastFM_67569,Redemption,Betoken,,,288,,,['Point Of No Return']
lastFM_67571,Elevator,Eminem,,,,,,[]
lastFM_67599,...With Your Girlfriend,Groundless,,,,,,[]
lastFM_67616,Beyond,Ulla Oster,,,2704,,,"['Blues Are Easy To Write', 'Babe 2', 'Babe 1', 'Left', 'Me And Ornette C.', 'Trau schau wem', ""That's It""]"
lastFM_67639,Harlem Nocturne,T. Viscounts,,,1041,,,"['Harlem Nocturne', 'Chug a Lug', 'Dig', 'September Song', 'Opus #1', 'The Touch (Le Grisbi)', 'Summertime']"
lastFM_67650,Absolute Nightmare,Much Worse,,,,,,[]
lastFM_67659,[explicit] Best Of British - The Ultimate Clubbing Experience,Porn Kings,,,,,,[]
lastFM_67670,Mescaline S. -  Desert Visions,Mescaline S.,,,,,,[]
lastFM_67671,Echoes Of Atom Heart Mother,P. Floyd,,,3477,,,"['The Narrow Way', 'Green Is The Color', 'Echoes', 'Fat Old Sun', 'One of These Days', 'The Embryo']"
lastFM_67677,MTV Unplugged,Korn,,,2699,,,"['Blind (live)', 'Hollow Life (Live)', 'Freak On A Leash (Live) (feat. Amy Lee)', 'Falling Away From Me (Live)', 'Creep (Live)', 'Love Song (Live) (MTV Unplugged)', 'Got the Life (live)', 'Twisted Transistor (Live)', 'Coming Undone (Live)', 'Make Me Bad / In Between Days (Live) (Feat. The Cure)', 'Throw Me Away (Live)']"
lastFM_67697,*popular* Innuendo EP,East LA Tek,,,,,,[]
lastFM_67701,Daydreams,J. Crawford,,,,,,[]
lastFM_67736,Supernatural,Dendron,,,3702,,,"['Supernatural Jazz', 'Sun God', 'Hedonistik', 'Volatile State', 'Manifest', 'Zanti-Misfit', 'The Time Machine']"
lastFM_67741,*popular* The Virgin Suicides,T. Ebony Tower,,,,,,[]
lastFM_67757,Agata  La Tempesta,Giovanni V.,,,,,,[]
lastFM_67765,Discovery and the Lake,Mike Oldfield,,,,,,[]
lastFM_67772,The Fool,B. Luman,,,161,,,['The Fool']
lastFM_67783,Out of Time,O. Book,,,2702,,,"['Out Of Time', 'Falling', 'The Circle', 'Peaceful Island', 'Let It Rain', 'Everything Has Changed', 'Minstrel', 'Downstream', 'If You Knew Me', 'Say A Prayer']"
lastFM_67785,[explicit] They Made A Monster: The Noise Trade E.P.,Old 97's,,,474,,,"['No Carol Eye (Demo)', 'Salome (Demo)']"
lastFM_67787,The Complete Recordings 1951-1969,Howlin' W.,,,20706,,,"[""Moanin' At Midnight"", 'How Long How Many More Years', ""The Wolf Is At Your Door (Howlin' For My Baby)"", ""Howlin' Wolf Boogie"", 'Getting Old and Gray', 'Mr Highway Man', 'Saddle My Pony', 'Worried All the Time', 'Oh Red', 'My Last Affair', ""Baby Ride with Me (Ridin' In The Moonlight)"", 'California Boogie', ""Everybody's in the Mood"", 'Colour And Kind', 'Bluebird', 'Sweet Woman (I Got A Woman)', ""Well That's All Right"", 'Decoration Day', 'Dorothy Mae', 'California Blues', 'My Baby Walked Off', 'My Troubles And Me', 'Chocolate Drop', 'Dorothy Mae (tk.1)', ""Drinkin' C.V. Wine"", 'How Many More Years (alt.)', 'Baby Ride With Me (alt.)', 'Baby Ride With Me (alt.)', 'Baby Ride With Me (alt.)', 'How Many More Years (alt.)', 'How Many More Years (alt.)', 'How Many More Years (alt.)', 'My Last Affair (tk.1)', 'Come Back Home (tk.2)', 'Oh Red (tk.1)', 'Oh Red (tk.2)', ""I've Got A Woman"", 'Work For Your Money', ""I'm Not Joking"", 'Mama Died And Left Me', 'Highway My Friend', 'Streamline Woman', 'California Blues', ""Stay Here 'Till My Baby Comes"", 'All Night Boogie', 'I Love My Baby', 'No Place to Go', ""I'm The Wolf"", ""Rockin' Daddy"", 'Baby How Long', ""I'll Be Around"", 'I Have A Little Girl', 'Come to Me Baby', ""Don't Mess With My Baby"", ""Smokestack Lightnin'"", ""You Can't Be Beat"", 'I Asked for Water (She Gave Me Gasoline)', 'Break Of Day', 'Natchez Burning', 'Going Back Home', 'Bluebird', 'My Life', 'You Ought To Know', ""Who's Been Talkin'"", 'Tell Me', 'Somebody in My Home', 'Nature', 'Walk To Camp Hall', 'Poor Boy', ""Howlin' Blues"", 'I Better Go Now', ""I Didn't Know"", 'Moanining for My Baby', ""I'm Leaving You"", ""Can't Put Me Out"", 'Change My Way', 'Gettining Late', ""I've Been Abused"", ""My People's Gone"", 'Wang Dang Doodle', 'Back Door Man', 'Little Baby', 'Down In The Bottom', ""You'll Be Mine"", 'Just Like I Treat You', ""I Ain't Superstitious"", 'Going Down Slow', ""Mama's Baby"", 'Tail Dragger', 'Long Green Stuff', 'May I Have a Talk With You', 'Hidden Charms', '300 Ibs of Joy', 'Joy to My Soul', 'Built For Comfort', 'Killing Floor', 'I Walked From Dallas', ""Tell Me What I've Done"", ""Don't Laugh At Me"", 'Ooh Baby,Ooh Baby', 'Poor Wind That Never Change', ""My Mind Is Ramblin'"", 'Commit a Crime', 'Pop It to Me', 'I Had A Dream', 'Mary Sue', 'Somebody In My Home (alt.tk)', 'Nature (tks 1-6)', ""I Didn't Know"", 'I Better Go Now (tk 1 only)', ""Moanin' For My Baby (tks 3-4)"", ""I'm Leaving You (alt.tk)"", ""I'm Leaving You (tks 7-10)"", ""You Can't Put Me Out"", ""I've Been Abused (tks 5-7)"", ""Howlin' For My Darling (tks 1-7)"", ""Rollin' and Tumblin'"", ""I'm The Wolf"", ""Ain't Goin' Down That Dirt Road"", 'Conversation (approx. 10 min.)']"
lastFM_67813,[explicit] The Music of Irving Berlin,Stanley B.,,,1319,,,"['Say It with Music', 'A Couple Of Swells', 'Cheek To Cheek', ""Say It Isn't So"", 'Heat Wave', 'How Deep Is the Ocean?', 'The Song Is Ended', ""There's No Business Like Show Business""]"
lastFM_67833,Korn / Follow The Leader,Korn,,,,,,[]
lastFM_67842,Classics,Susan Werner,,,2126,,,"['Lonely People', 'Mercy Mercy Me (The Ecology)', 'The Wind', 'Waiting In Vain', 'A Hazy Shade of Winter', 'Turn Turn Turn', 'All In Love Is Fair', ""Maybe I'm Amazed"", ""Don't Let Me Be Misunderstood"", ""I Just Wasn't Made for These Times""]"
lastFM_67845,Your  Forgotten Funeral,Not For Now,,,,,,[]
lastFM_67856,Live From Los Angeles,Mary J. Blige,,,,,,[]
lastFM_67871,- new - On Your Own Love Again,Jessica Pratt,,,1516,,,"['Wrong Hand', 'Game That I Play', 'Strange Melody', 'Greycedes', 'Jacquelyn in the Background', ""I've Got a Feeling"", 'Back, Baby']"
lastFM_67896,Policy -  The Republic,Policy,,,,,,[]
lastFM_67899,Kathy Barnes -  Body Talkin',Kathy Barnes,,,,,,[]
lastFM_67905,Millennium: 20 MÃƒÂºsicas do SÃƒÂ©culo XX,Raul Seixas,,,,,,[]
lastFM_67912,Latin Spirits,P. Sanchez,,,3446,,,"['Sambia', 'Next Exit', 'Quieres Volver', 'Going Back To New Orleans', 'On Time', 'Ju Ju', 'Batiri Cha Cha', 'The Things We Did Last Summer', 'Tito In The City', ""Early In The Mornin'""]"
lastFM_67915,Classics,Michael Jackson,,,3609,,,"['I Want You Back', 'Can You Remember', ""Who's Lovin' You"", 'True Love Can Be Beautiful', 'In Our Small Way', ""Goin' Back To Indiana"", 'Can I See You In The Morning', ""I'll Bet You"", ""Rockin' Robin"", ""People Make The World Go 'Round"", ""Doggin' Around"", 'Never Can Say Goodbye', ""Lookin' Through The Windows"", ""We've Got A Good Thing Going"", 'The Young Folks', 'My Little Baby', ""(We've Got) Blue Skies"", ""With A Child's Heart""]"
lastFM_67917,Obsidian Desert,Armed Cloud,,,,,,[]
lastFM_67929,BROKEN,Storm Of Damnation,,,,,,[]
lastFM_67934,colors to a blind man,RawStarr,,,,,,[]
lastFM_67943,Play Upon The Conscience,Gareth Davies-Jones,,,3471,,,"['Out Of Hand', 'Madrid', 'High Time', 'Solitude', 'Radical', 'Street', 'Take the Back Seat', 'Riches', 'Heavenfield', 'Made for God', 'Dare', 'My Song is Love Unknown']"
lastFM_67955,The Spirit Comes,C. Linden,,,3078,,,"['Two Halves Of A Whole', 'No Fortune Teller', 'I Kick For This House', 'Miles Away From You', 'Thy Will Be Done', 'When The Spirit Comes', 'Chest Fever', 'No Price For Love', 'I Know Her', 'There Goes The Neighbourhood', 'Put It In The Ground', 'I Was In Chains']"
lastFM_67959,Kindred,Passion P.,,,2258,,,"['Lifted Up (1985)', 'Whole Life Story', 'Where the Sky Hangs', 'All I Want', 'Five Foot Ten (I)', 'Dancing on the Grave', ""Until We Can't (Let's Go)"", 'Looks Like Rain', 'My Brother Taught Me How to Swim', 'Ten Feet Tall (II)']"
lastFM_67963,Face The Music,Nils Lofgren,,,,,,[]
lastFM_67983,Dangerous Man,Mack Stevens A. The Slapback Rhythmaires,,,,,,[]
lastFM_67992,From The Future With Love EP,DLX,,,,,,[]
lastFM_67994,[explicit] Design for the Future,A. Quin,,,3219,,,"['Designed Perfection (version 1)', 'Designed Perfection (version 2)', 'Digital Readout (version 1)', 'Digital Readout (version 2)', 'Diamond Edge (version 1)', 'Diamond Edge (version 2)', 'Time for Change (version 1)', 'Time for Change (version 2)', 'Parallel World (version 1)', 'Parallel World (version 2)', 'Design for the Future (version 1)', 'Design for the Future (version 2)', 'Kinesis (version 1)', 'Kinesis (version 2)', 'Communicating Success (version 1)', 'Communicating Success (version 2)', 'Pulse Link (version 1)', 'Pulse Link (version 2)', 'Mapping the Future (version 1)', 'Mapping the Future (version 2)', 'Techtronic (version 1)', 'Techtronic (version 2)', 'Future Track (version 1)', 'Future Track (version 2)', 'Connector (version 1)', 'Connector (version 2)', 'Supply and Demand (version 1)', 'Supply and Demand (version 2)']"
lastFM_68010,The King Of Anxiety,Petite Noir,,,1379,,,"['Come Inside', 'Chess', 'Shadows', 'Till We Ghosts', 'The Fall']"
lastFM_68023,Dangerous,H. Anniversary,,,,,,[]
lastFM_68039,It Belongs To Me,D. Gillespie,,,,,,[]
lastFM_68040,Everybody  The Music,H. Anniversary,,,,,,[]
lastFM_68047,The Score,Blues Brother Castro,,,,,,[]
